imdb_id,imdb_rating,imdb_votes,R
tt4916048,6.8,291,5.635542816194912
tt4169250,7.7,29352,7.527326384528444
tt6040012,6.9,7323,6.543693372696732
tt6041458,5.4,658,5.479164027865738
tt6278732,7.5,94,5.572474942174248
tt6118134,4.9,38,5.491016548463357
tt3862004,5.5,132,5.5
tt5637188,5.7,586,5.537977965003241
tt5227468,2.9,354,5.177505255781359
tt2614722,6.6,1034,5.82184493491794
tt3771536,6.2,9161,6.049927107452191
tt6046994,4.0,135,5.423149905123339
tt4559006,5.8,18998,5.765113033770582
tt5717110,4.8,1028,5.296031746031746
tt2137241,5.0,1768,5.292877225866917
tt5156746,6.2,4340,5.944152046783627
tt5946128,7.6,32790,7.451232643808444
tt5108476,3.9,6490,4.344938820912125
tt5343678,5.7,344,5.524191279887483
tt5752374,5.7,176,5.513153961136023
tt5933706,3.2,101,5.410688196847366
tt4744086,5.8,4853,5.698000815993472
tt5638474,4.3,1000,5.1571428571428575
tt5074352,8.4,131338,8.34583003332387
tt4940456,4.6,1581,5.1513354569958345
tt3595298,4.6,16087,4.721052348415559
tt2140465,7.7,24338,7.4950666964751465
tt4386684,5.9,205,5.530314232902033
tt3679000,5.5,4750,5.5
tt4535650,5.2,29502,5.223436035247798
tt3863552,8.0,65877,7.908594995393188
tt3735246,7.2,29141,7.065680604279258
tt3159708,4.2,5133,4.625782785274466
tt3848892,8.0,49426,7.8796364056542005
tt3696192,5.1,6976,5.205529759392149
tt2424988,7.1,21430,6.932845800250731
tt4355892,2.7,18,5.47998411437649
tt4271730,3.7,1465,4.834930643127365
tt3398048,4.1,2756,4.765905631659056
tt4373886,5.1,250,5.463636363636364
tt4332114,4.6,2543,5.0461629982153475
tt4338154,5.5,1501,5.5
tt3886444,4.0,1074,5.0492445439283715
tt3337550,7.6,3950,6.786046511627907
tt2872050,5.4,24,5.499049128367671
tt3836958,6.8,6555,6.441082274986195
tt2976182,3.3,6789,3.8920981806437718
tt3678782,7.4,20021,7.189085742196173
tt4094820,5.3,39,5.496927924379677
tt4384270,7.8,12,5.5109872611464965
tt2334779,6.6,737,5.750447945628668
tt2202086,5.8,1194,5.596968056307526
tt3495030,7.5,15706,7.225365264198616
tt4501576,2.6,534,4.989584706657877
tt4107858,6.0,11096,5.908061194468962
tt4511416,4.6,124,5.457469512195122
tt3666258,6.5,98,5.537721324095458
tt4512230,3.3,119,5.40003818251241
tt3742284,7.2,11378,6.89375990776769
tt4333674,7.0,5196,6.512733887733887
tt3447364,7.6,14674,7.294305345289391
tt4594848,6.9,19,5.510559745930925
tt3717068,7.7,3373,6.763510982462115
tt2929690,7.2,3045,6.433543733092876
tt4500734,3.7,1578,4.80348209906817
tt4556848,5.1,283,5.459324469996407
tt3848938,3.7,1554,4.810014800197336
tt4671212,3.0,31,5.469379691821414
tt2800452,3.8,163,5.395944423582426
tt4354740,6.2,1822,5.795094863489126
tt2962230,3.9,109,5.433154465312381
tt2424988,7.1,21430,6.932845800250731
tt4272420,2.5,707,4.838634237605238
tt3767372,7.6,25692,7.41377695800227
tt2979920,5.7,5116,5.634348739495798
tt2140465,7.7,24338,7.4950666964751465
tt4110568,6.8,13084,6.5914527720739216
tt4023852,4.3,1013,5.153970964987191
tt3255586,3.9,67,5.458239189715622
tt2585654,4.5,6,5.497605746209098
tt3483612,6.7,4788,6.288364434687157
tt4707940,5.4,300,5.489285714285714
tt4541102,4.9,130,5.470342205323194
tt4581722,6.7,49,5.523067869752843
tt4610308,4.9,133,5.4696923661222945
tt4654760,5.3,35,5.497238658777121
tt4635372,8.1,19904,7.809873236921978
tt4684028,5.3,800,5.451515151515152
tt4760750,4.1,56,5.469327073552425
tt4760900,7.0,42,5.524783634933123
tt3948240,3.8,141,5.409238924649754
tt2708644,3.6,499,5.183861287095699
tt3797478,7.3,22,5.515701823949247
tt3477214,6.2,417,5.600068563592732
tt4430212,8.2,58340,8.08905325443787
tt3422462,4.6,992,5.2443298969072165
tt3547616,3.8,1399,4.890023082841754
tt3802576,6.5,10873,6.313056157930157
tt4513812,7.5,435,5.796422487223169
tt3449292,8.0,16622,7.673151344001673
tt4859310,4.1,52,5.471473354231974
tt3469244,5.8,7913,5.72797464707577
tt4467202,3.6,2041,4.6460251046025105
tt4994210,5.4,5,5.499800399201597
tt4934950,8.2,26612,7.968136850783181
tt4467262,4.9,2543,5.197441998810232
tt4117066,7.2,527,5.795969606871491
tt4921860,6.8,8389,6.5015336578198175
tt4897908,4.2,766,5.195101041028781
tt3619710,5.1,851,5.398418382572366
tt4323504,5.8,3021,5.6641550443760185
tt4995402,5.1,28,5.495569620253165
tt5021968,7.0,58,5.534010946051603
tt4302956,5.7,5251,5.635492194555542
tt4430136,7.3,13059,7.010778327656018
tt4651394,3.9,170,5.39812734082397
tt4007558,3.6,4352,4.293228254524227
tt3019620,7.6,3677,6.750072850898494
tt4024944,6.3,1488,5.7984954864593785
tt4853926,4.7,541,5.357678395264715
tt2190820,4.6,152,5.44841628959276
tt5052972,5.6,214,5.5078850405305815
tt4565796,4.9,17,5.495947556615018
tt5207116,5.5,498,5.5
tt3368222,7.0,2487,6.248044916783638
tt3148502,7.2,20610,7.01609692773691
tt4865436,4.5,2775,4.9739336492890995
tt3261022,6.6,114,5.5479724560061205
tt4309284,6.6,57,5.524520922956589
tt2876408,3.6,450,5.2101694915254235
tt3693936,7.2,171,5.608835642081618
tt5151622,3.7,118,5.41886936592819
tt0073707,8.2,47924,8.066135173726796
tt2675978,7.1,6604,6.660632688927944
tt3465488,2.8,111,5.385216392186901
tt3382148,2.7,2891,3.998460396957893
tt1629715,6.3,2700,5.915384615384616
tt0246825,7.3,280,5.681294964028777
tt2907156,5.1,83,5.487146728610143
tt1867064,6.8,31,5.515922560252864
tt2574698,2.3,56670,2.4352036504985635
tt1188982,5.2,15868,5.240831881533101
tt3173910,6.8,12622,6.585081338447295
tt3334348,5.2,429,5.456060088767497
tt3303416,6.1,270,5.558483754512634
tt3449320,4.9,872,5.3448398576512455
tt2951576,4.1,688,5.197867001254705
tt3426144,6.8,76,5.538354037267081
tt2980794,7.6,24037,7.402163017673437
tt2196638,7.5,195,5.644712430426716
tt3302962,5.6,3613,5.559103549811876
tt2573750,6.1,1973,5.764654594232059
tt3322420,8.2,56406,8.085410654262724
tt3483646,5.5,3455,5.5
tt2727028,5.0,2726,5.239188672024493
tt3565354,4.3,53,5.475088131609871
tt2976176,8.0,1240,6.328877005347594
tt2609218,3.8,2521,4.646444931288587
tt3539966,5.2,918,5.419426565242832
tt3614516,8.0,8672,7.440565699964196
tt3531604,3.6,320,5.284397163120567
tt3166542,6.8,43,5.521981911128588
tt3483596,3.4,527,5.1343904856293365
tt4335698,2.3,7,5.49106501794974
tt2372678,6.9,22060,6.757491856677524
tt2708550,6.8,415,5.685077186963979
tt3531852,6.7,4480,6.270200573065903
tt2762334,5.2,6907,5.279727862230255
tt2612924,5.3,66,5.49485580670304
tt2191164,7.5,89,5.568752414059483
tt3514330,5.1,1742,5.335737859500235
tt3636776,6.3,1013,5.730686023341874
tt3681414,6.2,683,5.650204209864907
tt2063745,7.4,1761,6.285238206993664
tt3640942,5.6,240,5.508759124087591
tt3056632,7.3,462,5.7807562457798785
tt3672618,6.2,273,5.568914532996754
tt3431714,4.8,414,5.400549073438572
tt3645014,3.2,1419,4.66721102322021
tt3369670,6.7,848,5.803942652329749
tt3501994,7.4,1560,6.230049261083744
tt3585758,6.5,13,5.50517309988062
tt2998196,5.4,229,5.491608647856358
tt3142232,5.3,7438,5.350311933990742
tt3709344,7.3,4141,6.622391206143653
tt2417560,7.3,3162,6.505227834687389
tt3290688,4.6,1483,5.1649008285212155
tt3038772,4.3,539,5.287166831194472
tt2208248,2.7,136,5.355538694992413
tt2429930,5.6,62,5.502419984387197
tt3524410,3.8,240,5.351094890510949
tt3175038,6.4,14964,6.271163536417774
tt3359290,5.5,1922,5.5
tt3036740,1.8,7216,2.752037875669
tt3678938,6.0,10065,5.900517309988062
tt3619772,4.4,1903,5.024574153985919
tt3716142,4.9,653,5.3757373929590875
tt2283894,6.5,39,5.515360378101614
tt3822600,5.5,329,5.5
tt2556308,7.2,23733,7.037990317538978
tt3683702,4.7,931,5.282920431361119
tt3854246,5.0,12,5.497611464968152
tt3794302,6.2,866,5.680095068330362
tt2978626,4.5,6885,4.76638252530634
tt2309764,5.7,6745,5.645916711736073
tt3495000,7.3,9623,6.928804751299183
tt3483712,6.1,3666,5.856730457346739
tt3001638,6.8,9307,6.524739561277208
tt3619854,3.1,1160,4.7393442622950825
tt3142688,5.8,5897,5.7106823865666305
tt3554418,6.4,6981,6.16268326125936
tt3720634,5.4,488,5.483668005354752
tt2372222,5.3,22323,5.32014260967651
tt3814100,6.2,97,5.526145552560647
tt1826763,5.4,22,5.499127676447264
tt3881136,5.3,43,5.496618167518679
tt3877652,4.2,111,5.44473381846036
tt3390572,8.1,46912,7.968453007366631
tt2905838,5.5,20431,5.5
tt3893476,5.7,28,5.502215189873418
tt3398052,6.1,5103,5.902709456793371
tt4087770,3.8,40,5.473228346456693
tt4010306,4.9,286,5.43840631730079
tt2317135,4.6,275,5.410810810810811
tt2691010,2.7,169,5.322705133008618
tt3169676,3.5,8,5.493620414673047
tt3021244,6.4,24,5.5085578446909675
tt2871010,5.5,800,5.5
tt2461132,5.1,32113,5.128890879149452
tt2630076,4.7,351,5.401508242721852
tt3847072,6.1,468,5.594609164420485
tt1239276,7.1,1699,6.147392236246725
tt3848888,5.0,2632,5.2435697583788
tt3796006,5.7,639,5.540713603058299
tt1704680,5.7,220,5.516176470588235
tt4219300,4.5,82,5.468241673121611
tt3309844,4.8,88,5.476197836166925
tt3380264,4.3,3641,4.788519785051295
tt2392447,5.7,3208,5.61240364400841
tt3017412,5.4,3136,5.444357700496807
tt4190220,6.5,336,5.618476727785613
tt4228746,4.4,929,5.201983085447653
tt0403935,3.2,2955,4.254078826764436
tt0839742,7.2,1860,6.225229357798165
tt4045666,5.8,299,5.532047159699893
tt2767712,4.7,113,5.4654037504783775
tt2216852,5.2,323,5.46567481402763
tt2882328,8.1,17483,7.774723514987739
tt2338151,8.1,143605,8.055511447246841
tt2613942,5.9,44,5.506918238993711
tt2106537,5.6,5794,5.569857728478418
tt2679480,7.2,2419,6.3360032526936365
tt2094854,6.1,2352,5.790849134377575
tt2624852,7.5,282,5.702731847591661
tt2423132,6.2,1586,5.7717082721488016
tt1855268,5.5,159,5.5
tt1375789,5.3,14300,5.329761904761904
tt2318401,6.1,114,5.526166794185157
tt2224313,6.8,553,5.7354733049459545
tt2377938,8.0,46590,7.8726828274597676
tt2429640,4.9,2182,5.220375907731739
tt2171454,3.5,1187,4.856116083536751
tt2213054,7.6,25031,7.4093058733790995
tt2404187,7.8,29,5.526374060893634
tt2857500,7.1,883,5.917617499261011
tt2404519,3.6,1064,4.9327721661055
tt2323964,6.4,4224,6.065377751338489
tt2621000,7.5,15157,7.216826187914142
tt2362778,6.8,3540,6.2619205298013245
tt2389486,6.8,90,5.545173745173744
tt2199711,8.2,38016,8.03339915095271
tt2706264,5.1,387,5.446380325597506
tt2203308,7.0,24878,6.863028709182555
tt2406676,5.7,3628,5.618407310704962
tt2344678,1.7,7470,2.6528585757271816
tt2341766,5.8,3891,5.6826474730089185
tt2622130,5.3,1143,5.437249519626682
tt2658126,6.1,3935,5.866899766899767
tt2797242,6.7,4576,6.2760316563029965
tt2436516,6.6,10605,6.3901564288439525
tt2814372,5.6,734,5.52269635126778
tt2804026,6.5,3674,6.0950761256883705
tt1986040,3.8,692,5.131453634085213
tt2929840,2.7,208,5.284933530280649
tt2178470,7.1,34952,6.99319662501335
tt2806788,6.9,9666,6.612313003452245
tt3324810,6.8,86,5.543232791956689
tt2359810,7.6,27434,7.4246141511324915
tt2912578,6.5,1406,5.859959037378393
tt2066062,2.4,238,5.230533235938642
tt2246724,5.8,4450,5.692086330935251
tt2100543,3.0,135,5.371916508538899
tt2861320,4.0,1263,4.99654530959341
tt2356180,8.2,56205,8.085018311898475
tt2976172,6.3,1581,5.809924038225925
tt2408040,6.4,3219,6.00657457597482
tt2941856,5.1,205,5.469685767097967
tt2215163,4.4,415,5.343396226415094
tt2848824,5.3,693,5.456592546194801
tt2188811,5.5,63,5.5
tt3044882,3.2,1098,4.79811006114508
tt2337292,6.7,217,5.595841001104159
tt3311236,5.2,5,5.49940119760479
tt2306635,6.2,20,5.5055555555555555
tt2385104,7.2,8421,6.810841498031316
tt2932606,7.3,582,5.8399091499026605
tt1891884,4.6,6211,4.8582941108942705
tt2855648,7.7,21393,7.469807056460051
tt2275802,5.9,4623,5.759609715007722
tt2988272,5.7,5699,5.639016953286987
tt2357926,5.6,3118,5.5555001779992885
tt2112124,6.0,45649,5.974038920849861
tt2476154,4.3,5423,4.678644452858766
tt2699840,5.7,735,5.545440494590418
tt3177332,4.3,1424,5.064525993883793
tt2615584,4.8,3965,5.070688321732405
tt1773764,8.0,5833,7.249969998799952
tt2350496,7.8,43790,7.675783106502483
tt2222716,5.4,61,5.497618117922687
tt2571140,5.1,9674,5.182142270412354
tt2181831,8.3,13537,7.863509384548233
tt2796318,6.1,2459,5.797519661222021
tt3059106,5.9,882,5.604316972205796
tt2438764,2.8,283,5.2254401724757455
tt2554042,6.7,64,5.5299531981279255
tt3005850,4.3,156,5.429518072289158
tt2401719,5.9,313,5.544507643085674
tt3766798,6.3,6,5.501915403032721
tt2375567,1.9,145,5.302646502835539
tt2275794,5.0,3250,5.217391304347826
tt3357416,5.1,151,5.477216144851
tt3309662,2.0,657,4.771618625277162
tt2229842,7.1,10364,6.789054726368159
tt2551378,5.0,3508,5.208055925432756
tt1833673,5.4,41052,5.4057402645113894
tt2229848,5.4,4702,5.4347125798389335
tt2224317,7.3,13794,7.023824720756106
tt3129282,5.5,866,5.5
tt2184125,6.1,444,5.590489130434783
tt2175671,2.2,207,5.247654229774658
tt1941638,7.1,1251,6.033617701946147
tt2437954,5.7,2044,5.589964788732393
tt2215477,6.4,17246,6.28605287146764
tt1849718,6.9,20827,6.749959274660266
tt1703958,5.7,6081,5.641731732898264
tt2126282,5.9,2742,5.709233117130866
tt2378057,5.5,285,5.5
tt2191721,3.5,1063,4.903311815885489
tt2130242,5.8,3831,5.681535302479862
tt2188893,5.7,26,5.502058590657166
tt1620933,8.2,29994,7.992269342032374
tt1821480,8.1,53181,7.983263590811947
tt2164702,4.7,27,5.491452314998021
tt1395025,5.1,6708,5.208601216333623
tt2246595,5.1,893,5.394724432655467
tt2265191,7.2,2030,6.261810154525387
tt2211133,2.7,23,5.474474831549743
tt2158633,4.3,14,5.493317422434368
tt2191641,4.1,374,5.317814892136395
tt2347289,4.1,339,5.332828460725608
tt2317337,7.8,36545,7.652734024843129
